,Unnamed: 0,내용,등록일
55,1282,의료급여 2종 수급권자의 본인부담 완화를 목적으로 본인부담상한선 및 본인부담률을 인하하는 개정 의료급여법 시행령이 시행됩니다.의료급여 2종 수급권자의 본인부담 상한선을 매 6개월간 120만원에서 60만원으로 하향 조정하고의료급여 2종 수급권자가 의료급여기관에 입원할 경우 본인부담률을 현행 15%에서 10%로 인하보건복지가족부>알림마당>보도자료>의료급여2종 수급권자 본인부담 완화[의료급여법 시행령 개정 내용]추진배경 : 의료급여2종 수급권자의 본인부담 완화주요내용본인부담 상한선을 매 6개월간 120만원에서 60만원으로 인하 (2009. 1. 1부터 시행)입원본인부담률을 15%에서 10%로 인하 (2009. 6. 1부터 시행)시행일: 2009.6.1,2009-06-18
56,1266,보건복지가족부(장관 전재희)ㆍ식품의약품안전청(청장 윤여표)은 어린이들이 의약품을 잘못 복용하여 발생할 수 있는 안전사고를 예방하기 위하여 의약품 안전용기․포장 대상품목을 확대하고알부민 등의 원료로 사용되는 수입 혈장의 검사를 강화하는 등 안전한 의약품 사용을 위한 약사법 시행규칙을 6월 19일자로 개정ㆍ공포하였다고 밝혔다.의약품 안전용기·포장이란 가정내 의약품 사용 및 보관 등의 부주의로 어린이가 쉽게 의약품을 개봉하여 복용함으로써 과량의 의약품을 섭취하는 등의 의약품 안전사고 예방을 위해 도입된 것으로 기존에는 30mg 이상의 철 성분 등 5개 성분을 포함한 의약품에만 의무화되어 있었으나이번 개정으로 설사를 멎게 하는 로페라마이드 성분과 소염진통제인 나프록센 및 케토프로펜 성분을 일정량 초과 함유한 의약품의 경우에도 의무화된다.안전용기ㆍ포장 : 만 5세미만 어린이가 열기 어렵게 설계 고안된 용기나 포장아울러알부민 등의 원료가 되는 수입혈장의 경우 후천성 면역결핍증바이러스와 C형 간염바이러스 감염으로부터 안전성을 확보하기 위하여 후천성 면역결핍증바이러스 검사와 C형 간염바이러스 검사에 대한 핵산증폭검사*를 의무화하였으며핵산증폭검사감염바이러스의 유전자를 증폭하여 검출하거나 정량하는 검사방법으로항체를 검사하는 효소면역검사에 비해 바이러스 미검출기에도 검사가 가능한 방법임대한적십자사로 하여금 외국의 혈장수출업소에 대하여 5년에 1회 이상 정기적으로 현지 실태조사를 실시하도록 하였다.또한그동안 권고사항이었던 의약품의 용기나 첨부문서에 기재되어 있는 “부작용 등 사용정보”의 글자크기줄 간격 등의 기재방법을 의약품 제조업자나 수입자가 의무적으로 준수하도록 하여 소비자의 알 권리가 강화되고 안전한 의약품 사용에 도움이 될 것으로 보인다.이밖에도 불필요한 민원부담 완화 및 규제합리화를 위하여 한약재 품목신고의 경우 식약청장이 정하는 안전성에 문제가 없는 규격품대상한약 품목은 목록 제출만으로 갈음하도록 하며의약품의 색상포장재질 등 경미한 변경사항은 허가(신고)사항 변경 대신 보고로 갈음하도록 하고의약품 재심사에 따른 민원 처리기간을 단축(180일 → 150일)하고원료약품 수입자에 대한 사전 품질검사 조건을 완화하였으며일부 행정제재에 대한 처분기준도 합리화하였다보건복지가족부ㆍ식품의약품안전청은 이번 약사법 시행규칙 개정으로 안전한 의약품 사용 유도 및 불필요한 민원부담 완화를 통해 제약산업 발전에도 기여할 것이라고 밝혔다.동 개정안에 대한 자세한 사항은 보건복지가족부 인터넷 홈페이지(http://www.mw.go.kr_정보마당_법령자료)에서 확인할 수 있다.,2009-06-19
57,1253,보건복지가족부(장관 전재희)는 지난 4월 한 달 간(’09. 4. 1.~30.)실시한 전국 결혼중개업체 지도‧점검 결과를 발표하였다.* 복지부 지도ㆍ점검 협조 공문 시달 시(’09. 2. 16.) 현재 등록업체(1 640개소) 기준으로 안내이번 점검은 「결혼중개업의 관리에 관한 법률」 시행 후 최초로 실시된 것으로결혼중개업체의 법규 준수 의식을 높이고 이용자 피해를 예방해 결혼중개업 건전화를 도모하기 위해 실시되었다.이번 점검에서 각 시‧도 및 시‧군‧구는 총 1 640개* 결혼중개업체(국내650국제990) 중 1 128개(국내507국제621)업체를 대상으로미등록ㆍ미신고 영업행위불법ㆍ부당행위등록증ㆍ신고필증ㆍ수수료 등의 게시 여부 및 기타 위 법률 위반사항을 점검하였다.현재 「결혼중개업의 관리에 관한 법률」(시행 ’08. 6. 15.)에 따라 국내중개업체는 해당 시·군·구에서국제중개업체는 시ㆍ도에서 관리하고 있다.점검 결과 316개소(국내 127개소국제 189개소)업체에서 위반사항이 적발되었으며(전체업체의 19%점검업체의 28%)위반업체의 위반 건수는 총 346건(316개소)으로 주요 위반내용은 ①등록증보험증권 등 미게시(36%) ②회원명부 미비치(15%) ③계약서 미비치 또는 미비(14%)미등록·미신고(14%)이었다.위반사항에 대한 조치로는 현장시정조치·시정명령(216건)이 가장 많았고 행정지도(58건)형사입건ㆍ수사 중(31건)도 있었으며 무적간판 철거 등 기타조치도 33건에 달했다.현장시정조치가 많은 이유는 법 시행 이후 최초로 실시된 집중단속이라는 점이 고려된 것으로 보인다.이번 지도 점검 결과 80%이상의 업체가 규정을 준수하고 있어 법률 시행 후 결혼중개업 관리 및 양성화 효과가 있으나제도 시행 초기인 이유로 미등록ㆍ미신고 업체가 일부 있으며기타 형태의 법률위반이 아직 지속되고 있는 것으로 나타났다.이에 보건복지가족부는 결혼중개업체를 지속적으로 지도․단속하는 한편국민들이 등록ㆍ신고업체를 이용하도록 홍보를 강화할 것이며국제결혼 표준약관 개발을 통해 중개업자 및 이용자관리담당자에게 일정 기준을 부여하여 중개업체 건전화를 촉진할 계획이다.또한 현재 시·도에서 관리하고 있는 국제결혼중개업도 국내결혼중개업과 같이 지역 내 관리가 가능한 시ㆍ군ㆍ구가 담당할 수 있도록 법률 개정을 추진할 예정이며처벌규정의 단계화합리화 등을 통해 향후 지도‧단속 효과를 높일 계획이다.,2009-06-22
58,1246,『2009헬스케어심포지엄』이 국민연금공단(이사장 박해춘)과 교보생명교육문화재단(이사장 이중효)의 공동 주최로 6월 23일(화) 13:00~18:00에 대한상공회의소 국제회의장에서 열린다.* ‘09 . 3. 11. 심포지엄 공동개최를 위한 양해각서(MOU) 기 체결이번 심포지엄에서는 “고령사회를 대비한 공ㆍ사 협력 노후설계시스템 구축방안”을 주제로 노후소득보장대책노후 건강설계공ㆍ사협력 노후 설계시스템 구축방안 등에 대한 심도 있는 논의가 이루어진다.* 『헬스케어심포지엄』은 교보생명교육문화재단이 교보생명의 후원으로 지난 2003년부터 ‘건강한 사회함께하는 세상’을 기치로 매년 개최되어 왔으며‘09년은 국민연금공단과 공동으로 주최함.1세션 : 노후소득보장 대책과 과제2세션 : 인구고령화와 노후 건강설계3세션 : 공사 협력 노후 설계시스템 구축방안심포지엄은 기조강연(‘미래 환경 변화와 고령사회에서의 노후설계 필요성’최재천 이화여대 석좌교수)과 3개 세션으로 나누어 이루어지며 3개 세션을 마친 후 종합 토론으로 마무리된다.이번 심포지엄에는 사회복지 및 금융학 관련 학자공무원노인시설 및 공공기관의 노후설계 담당자를 비롯하여 국민연금공단과 교보생명 관계자 등 400여 명이 참석할 예정이다.교보생명교육문화재단은 “이번 심포지엄은 그간 별개로 연구되어 온 민간보험과 공적 사회보험을 통합하여 성공적인 노후준비를 할 수 있도록 하는 공․사 연금간 상호협력의 첫 발을 내딛는 계기가 될 것”이라고 밝혔다.국민연금공단 관계자는 “종합노후설계상담 전문기관으로 도약하고 있는 공단은 이번 행사가 노후소득보장을 비롯한 건강 및 노후설계 시스템 구축을 위한 밑거름이 되고노후준비에 대한 사회적 관심을 충족시켜주는 기회가 될 것으로 기대한다”고 행사 참여의 소감을 피력했다.,2009-06-22
59,1248,보건복지가족부(장관 전재희)는 국가임상시험사업단(단장 신상구)과 함께 6월 23일(화) 13:00서울대병원 임상의학연구소 대강당에서 ’새로운 전달체계를 이용한 약물의 개발과 임상시험‘ 국제심포지엄을 개최한다.‘새로운 전달체계를 이용한 약물의 개발'은 혁신형 신약개발과는 달리 기존 의약품을 대상으로 부작용을 최소화하거나 효능 및 효과를 극대화시키는 등 필요한 양의 약물을 효율적으로 전달할 수 있도록 새롭게 설계하는 ‘개량신약’을 말한다.이는 새로운 화합물을 만들어 내는 혁신형 신약개발보다 기간과 비용을 단축시키고 성공 확률을 높일 수 있는 기술로 선진국에서는 이미 활발히 연구되고 있는 분야이다.이번 심포지엄은 올해 2월 ‘신약개발에서의 모델링 및 시뮬레이션 기법’에 이어 보건복지가족부가 두 번째로 주관하는 임상시험 관련 국제심포지엄으로 5명의 국내외 연자 발표로 진행되며 약 200여 명의 임상연구자 및 정부제약사 관계자 등이 참석할 예정이다.지난 해 한국은 총 216건의 다국적 임상시험을 수행해 세계 20위권의 순위에 랭크됐고홍콩대학 발표에 따르면 서울은 아시아 도시 중 가장 많은 다국적 임상시험을 수행한 도시로 선정됐다.한편보건복지가족부는 현재 연간 3 000억원에 못미치는 임상시험 연구비 수주 수준을 2013년까지 1조원 규모까지 늘려 제약산업 세계 7대강국에 진입하는 것을 목표로 하고 있다.,2009-06-22
60,1250,국민건강보험공단(이사장 정형근)은 노인장기요양보험 시행 1주년을 맞이하여 6월 23일(화) 지하강당에서 각계의 전문가 및 유관기관 관계자 등 300여 명이 참석한 가운데 “치매관리 및 재활서비스 활성화 방안”에 대한 심포지엄을 개최한다.2008년 7월 1일부터 시행된 노인장기요양보험제도는 고령이나 노인성질환 등으로 일상생활을 혼자 유지하기 어려운 노인들에게 신체활동이나 가사활동 지원 등의 서비스를 제공하여 노인의 삷의 질 향상과 가족의 수발부담 감소에 크게 기여해 왔다.그러나시설 및 재가에 있는 수급자들에 대한 구체적인 치매관리 프로그램의 내실화와 재활급여 활성화가 지속적으로 요구되어 왔다.이번 심포지엄에서는 정형근 이사장의 인사말에 이어수급자들의 요구가 높은 치매관리와 재활서비스 활성화방안에 대해서 1부2부로 나뉘어 전문가의 주제발표에 이은 각계의 다양한 입장이 제시된다.1부 「장기요양보험에서의 치매노인 관리방안」에서는 최성재 한국치매협회 부회장이 좌장을 맡아 한동희 한국노인복지학회 이사가 주제 발표를 진행하는 가운데 치매 상태의 악화를 방지하고 지속적인 관리를 위한 프로그램의 추가 도입과 이를 위한 관련 기관들의 유기적인 협조체계 구축의 필요성에 대한 의견이 제시될 것으로 알려졌다.2부 「재활서비스 활성화 방안」에서는 박창일 연세대학교 의료원장이 좌장을 맡은 가운데 강윤규 대한재활의학회 이사장이 장기요양에서의 재활서비스와 관련한 주제 발표를 한다.이어 진행된 토론에서는 장기요양수급자들에 대한 재활서비스 제공의 필요성과 기대효과서비스제공을 위해 보완과 검토가 필요한 사항들에 대해서 관계자들의 깊이 있는 토론이 이루어진다.한편 정형근 이사장은 “장기요양보험제도의 보험자로서 노인의 인지기능 상태나 신체기능 상태를 개선할 수 있도록 서비스의 질 향상을 위해 계속 노력할 것”임을 강조하며 “장기요양보험제도는 우리 국민의 노후를 책임지는 명실상부한 효자보험으로서의 역할을 다할 것”이라고 덧붙였다.,2009-06-22
61,1254,보건복지가족부(장관 전재희)는 일과 가정생활 간 조화를 통하여 가족·출산 친화적인 직장을 만듦으로써 근로자의 삶의 질을 높이기 위하여 가족친화제도를 모범적으로 운영하는 우수 기업 및 공공기관에 가족친화 인증을 부여한다고 밝혔다.인증 신청 방법은 다음과 같다.기간: ’09. 6. 22.～8. 21.(2개월)※’09. 10. 인증부여대상: 사기업공기업대학중앙행정기관지방자치단체 등접수처: 보건복지가족부 가족정책과제출서류: 가족친화 인증신청서 등공고문 참조[가족친화제도의 종류]탄력적 근무제도: 시차 출퇴근제재택근무제시간제 근무 등자녀 출산ㆍ양육 및 교육지원제도: 배우자 출산휴가제육아휴직제 등근로자 지원제도: 근로자 건강ㆍ교육ㆍ상담 프로그램 운영 등부양가족 지원제도: 부모 돌봄 서비스가족간호 휴직제 등보건복지가족부는 가족친화 인증기업이 인증마크를 활용함으로써 홍보 효과를 제고하고 기업 이미지를 향상시킬 수 있을 것으로 보이며가족친화기업 인증이 가족ㆍ출산 친화적 기업 문화 양성 및 일과 가정의 양립에 일조할 것으로 기대한다고 밝혔다.보건복지가족부는 기업에서의 가족친화경영 도입 활성화를 위하여중소기업의 가족친화경영 컨설팅 지원기업CEO 교육 등을 실시하고 있으며기업이 가족친화 수준을 자가진단 할 수 있는 가족친화지수 웹시스템(ffi.mw.go.kr)을 운영하고 있다.,2009-06-22
62,1264,보건복지가족부(장관 전재희)는 260~499병상 76개소(401～499병상 39개소260-400병상 37개소) 종합병원을 대상으로 실시한 2008년도 의료기관평가 결과를 발표하였다.* 의료기관평가 : 500병상 이상 종합병원(’04년’07년)260~499병상 종합병원(’05년’08년)260병상 미만 종합병원과 300병상 이상 병원(’06년’09년) 대상으로 3년 주기로 실시2005년에 평가를 받은 종합병원을 2008년에 다시 평가한 결과평균점수는 87.5점으로 2005년에 비해 8.4점 향상된 것으로 나타났다.의료서비스영역에서는 가톨릭의과대학 성바오로병원 등 수도권 7개소대구보훈병원 등 지방 4개소 총 11개 의료기관이 평가부문(15부문) 모두 우수등급(A90점 이상)을 받은 것으로 평가되었다.특히경찰병원을 제외한 10개소는 2005년에도 우수한 평가를 받은 병원으로 지속적인 질 향상 활동을 수행하고 있는 것으로 확인되었다.2005년 대비 큰 폭으로 향상된 부문은 중환자(18.5점) 감염관리(16.3점)의료정보(12.7점)응급(17.1점)수술관리(16.4점) 등 환자진료에 영향이 큰 부문이었다.15개 부문 중 7개 부문(환자의 권리와 편의진료체계의료정보응급수술관리체계검사모성과 신생아)은 평균 90점 이상으로 평가되었다.그러나 인력관리(74.2점)약제관리(80.7점) 부문은 타 부문에 비해 상대적으로 미흡한 것으로 나타났다.‘07년부터 도입된 임상질지표 평가에서는 가톨릭의과대학성바오로병원 등 수도권 10개소구미차병원 등 지방 7개소총 17개소가 모든 부문에서 우수등급(A90점 이상)을 받은 것으로 평가되었다.특히가톨릭의과대학성바오로병원가톨릭대학교인천성모병원군산의료원창원파티마병원성애병원한양대학교의과대학부속구리병원은 의료서비스영역에 이어 임상질지표 평가에서도 모두 우수등급을 받았다.평가 결과폐렴(85.4점)수술감염 예방적 항생제(82.7점)중환자실(96.4점) 부문은 양호한 것으로 나타났으나시범평가로 실시된 모성과 신생아 부문은 평균 72점으로 상대적으로 미흡하였다.부문별 90점 이상인 병원은 폐렴 44개소수술감염 예방적 항생제 19개소중환자실 61개소모성과 신생아 15개소였다.전문여론조사기관을 통해 실시된 환자만족도에서는 김원묵기념 봉생병원대구보훈병원대산의료재단 익산병원대전보훈병원부산성모병원제일의료재단 제일병원(이상 가나다순)이 외래 및 입원환자 모든 부문에서 양호한 평가를 받았다.외래환자 만족도는 82점입원환자 만족도는 80.4점만족도 전체 평균은 81.1점으로 양호한 수준이었다.상위기관(10개소)과 하위기관(10개소)간 큰 차이를 보인 항목으로는외래환자는 검사 및 처방(7.9점)입원환자는 병원환경(12점)이었다.외래 및 입원환자 모두 진료/검사시 존중도(88점)의사친절도(86점)에서 만족도가 높았으나 해당병원 추천의향(73점)재이용의향(77점)은 낮은 수준으로 나타났다.【현행 평가의 한계 및 2008년도 개선사항】현행 평가를 통해 환자 중심의 서비스 제공 형태로 변화되고서비스 수원문보기,2009-06-22
63,1256,국립재활원(원장 : 허용)과 고려대학교 안암병원(원장 : 손창성)은 상호 협력을 통해 의료계의 공동발전을 추구하고 환자의 진료의뢰 등 국민건강 증진에 기여하고자 2009년 6월 23일(화) 국립재활원에서 「협력병원 협약식」을 가진다.국립재활원과 고려대학교 안암병원(이하안암병원) 간의 원활한 교류와 협력을 통한 상호 발전의 일환으로 이루어질 이번 협약식은 국립재활원 허용 원장안암병원 손창성 원장 등 양 기관의 주요 간부들이 참석한 가운데 약 한 시간 동안 진행될 예정이다.이번 협약으로 국립재활원과 안암병원은 ▴진료의뢰 환자에 대한 편의제공 및 의학정보 교환▴임상 및 기초분야 공동연구▴각종 학술대회 및 교육 참여기회 제공▴ 기술 및 경영정보 교류 등의 상호협력 관계를 구축하게 되고병원 간 상호협력을 통한 공동발전과 환자편의 향상 및 국민건강증진에 기여할 것으로 기대된다앞으로도 국립재활원은 질 높은 재활의료서비스를 제공하기 위해 대형병원 등과의 협력체계를 확대하여 구축할 계획이다.,2009-06-22
64,1258,보건복지가족부(장관 전재희)는 6월 22일 외국인환자에 대한 유치행위를 허용하는 의료법 개정안이 시행(5월 1일) 된 이후 5월 한 달간의 유치 현황 및 해외환자 분석자료 등을 발표하였다.* 5월달은 국제의료서비스협의회 기관 6개소만 환자수에 대해 응답하였고1～4월은 21개소가 응답한 결과임국제의료서비스협의회 소속 6개 의료기관에 대한 표본조사 결과 ‘09년 5월 1달간 해외환자는 1 061명으로 ‘08년 5월의 751명과 비교하여 41.3%가 증가하였다.개정된 의료법 시행이 1달여 정도 경과한 상황에서 등록 의료기관·유치업자 간 계약 체결이 활발하게 이루어지고 있고외국인환자 유치 의료기관 수가 급증하고 있음을 감안하면정부가 금년도 목표로 하는 5만 명 유치도 조기 달성이 가능할 것으로 전망된다.’08년도는 국제의료서비스협의회 기관 28개소에서 27 480명을 유치하였다.금년 1~4월간 외국인환자 진료실적을 제출한 21개 의료기관의 자료를 분석한 결과 환자수는 9 075명으로서 ‘08년 동기간의 6 872명 대비 32.1%증가하였다.【주요 병원의 ‘08년 ‘09년 1~4월 외국인환자 유치실적】(단위: 명%)주요 병원의 ‘08년 ‘09년 1~4월 외국인환자 유치실적외래(실)환자수입원(실)환자수총(실)환자수08년 1~4월09년 1~4월증감률08년 1~4월09년 1~4월증감률08년 1~4월09년 1~4월증감률6 1488 09631.772497935.26 8729 07532.1원문보기,2009-06-22
65,1260,보건복지가족부(장관 전재희)는 지속적으로 증가하고 있는 어린이 비만 예방을 위해「이동건강체험관(Rainbow School)」을 운영한다고 밝혔다.이는 어린이의 자발적인 건강한 식습관 형성과 규칙적인 운동 실천에 대한 동기부여 및 비만예방에 대한 인지 강화를 목적으로 하며전국 10개 지역을 순회하며 운영될 예정이다.첫 번째 지역은 서울시 금천구로서 ’09.6.27.(토)~6.28.(일)오전 10시부터 오후 6시까지 금나래 아트홀에서 운영된다.「이동건강체험관」은 문화체험과 놀이․교육을 접목하여 찾아가는 교육서비스를 제공하는 것으로어린이들이 영양․운동 등의 다양한 컨텐츠를 직접 경험하며 생활 속에서 비만예방을 실천할 수 있도록 구성되었다.동 체험관은 ‘똑똑하게 먹고건강하게 놀자’라는 주제 아래일곱가지 무지개 색상을 테마로 하여각 색상별로 비만예방 주제를 구성하여 체험존을 운영한다.체지방 측정 및 영양사 영양상담비만예방 동영상어린이 건강체조 배우기나의 영양 칼로리 알기 등 7가지 체험존이 있으며체험존 중 3가지의 과제를 수행한 어린이에게는 선물을 증정한다.비만에 대한 설명어린이 드라마 ‘튼튼번개파워’ 방영비만으로 인한 신체변화 알기(인체모형탐험)비만옷 입어보고 신체활동 해보기성장곡선표로 확인해보는 비만도 체크비만예방 어린이 Big 동화책 읽기포토존비만예방 위투송 부르기위투송 다운로드위투체조 배우기영양다트게임하기식품구성탑 배우고 익히기영양 칼로리 알기음식신호등 눌러보기해당지자체 보건소 부스 운영체지방측정 및 전문영양사의 영양상담(대한영양사협회)‘이동건강체험관’은 유료 건강뮤지컬 공연장에 설치되며 관람객 및 일반인 누구나 무료로 체험할 수 있다.정부지자체(해당지역 보건소)민간단체 등이 연계ㆍ협력하여 운영하며이동건강체험관(보건복지가족부 무료 운영)영양상담 및 영양ㆍ운동분야 컨텐츠 체험 등 비만예방 체험 해당지역 보건소 참여(부스 운영)* 건강뮤지컬(민간 유료 운영)「똥장군 구리구리」(극단 동화가 꽃피는 나무)똑똑하게 먹고 건강하게 노는 어린이들이 건강하게 배출한다는 내용상반기 서울시 금천구 금나래아트홀을 시작으로하반기 추가 9개 지역을 순회하며 운영될 예정이다.이동건강체험관은 뮤지컬 공연이 있는 날에 오전 10시부터 오후 6시까지 운영된다.취약계층 어린이(지역아동센터 등)에게 문화체험 기회 제공 및 비만예방 교육을 위해 뮤지컬 무료 초대권(해당 공연장 전좌석의 5%)을 제공한다.’09. 6. 27. ～ 6. 28. (토 일) :원문보기,2009-06-22
66,1262,국민건강보험공단(이사장 정형근)은 장기요양 수급자를 대상으로 최초․정기․미이용자․수시상담 등 다양한 형태의 상담을 실시하고 있으며제도가 시행된 ‘08년 7월부터 ‘09년 5월까지 158만여 건 (수급자 1인당 7.4회)의 상담을 실시한 것으로 나타났다고 밝혔다.최초상담은 장기요양등급 판정결과 수급자로 판정받은 전체 어르신을 대상으로 14일 이내에 장기요양기관 관련 정보본인에게 맞는 급여이용 계획 수립급여계약 등을 안내하는 것으로 위의 기간 동안 30여만 건 실시되었고 정기상담은 급여이용 지원 시 불편사항 상담급여계약 지원기능상태 및 생활환경 개선 등을 정기적으로 안내하는 상담으로 128여만 건이 이루어졌다.또한 미이용자도 함께 상담하는데 미이용 사유를 분석하여 상담에 임하고 있으며 필요한 경우에는 수급자에게 수시로 상담하는 등 국민건강보험공단은 맞춤형 상담체계를 구축ㆍ운영하고 있다.노인은 그 특성상 하루가 다르게 기능상태 등이 변화할 수 있으므로 적기에 방문하여 적정급여를 안내하고 기능상태의 유지ㆍ개선 등을 지원하여야 하나공단 인력부족으로 방문 및 유선상담을 병행실시할 수밖에 없는 안타까운 실정이다.따라서공단은 보다 질 높은 서비스를 제공하기 위해 인력을 충원하고수급자에게 방문 위주의 밀착 상담 서비스를 수행함으로써 수급자에 대한 폭행․인권유린 행위 등을 근절시키고수급권을 철저하게 보호하는 등 어르신들에게 최선의 이용편의를 제공할 계획이다.공단은 앞으로도 장기요양 인정조사부터 수급자가 급여를 이용하는 과정까지 지정된 담당자가 일관되게 Total Service를 제공하여 수급자에 대한 만족도를 향상시킬 수 있도록 최선의 노력을 기울이겠다고 밝혔다.,2009-06-22
67,1238,보건복지가족부(장관 : 전재희)는 지식경제부와 공동으로 최근 신성장 동력산업으로 주목받고 있는 u-Health 산업의 글로벌 트렌드를 공유하고 미래 발전방향을 모색하기 위한 「World u-Health Forum 2009」을 6월 24일(수) 9시 30분에 서울 JW 매리어트 호텔에서 개최한다고 밝혔다.u-Health(Ubiquitous Health): 의료서비스에 정보통신기술을 접목시켜 ‘언제어디서나’ 환자의 질병을 원격관리하고 일반인의 건강을 유지ㆍ증진시키는 서비스와 시스템을 포괄‘인류 건강증진을 위한 u-Health 발전방안 모색’이란 주제로 개최되는 이번 포럼은 세계보건기구(WHO)를 비롯한 미국캐나다 등 전 세계 10개국의 정부 관계자와 전문가가 모여 각 국의 u-Health 추진현황과 정책방향을 공유하고 미래 발전방향을 논의하는 자리이다.특히WHO의 u-Health 협력센터의 Undine Knarvik(운다인 크나르빅노르웨이)가 “WHO의 u-Health 활성화 방안”을 주제로 기조강연을 하고보건복지가족부는 의료법 등 u-Health 관련 제도 개선방안과 R&D 투자 확대방안 등을 포함하는 u-Health 산업 육성정책의 기본방향을 제시한다.아울러 이번 포럼은 국내 u-Health 기술과 제품을 소개하고 직접 체험할 수 있는 「전시ㆍ체험관」 운영을 통해 국내의 첨단 u-Health 산업을 세계에 알리는 기회의 장이 될 전망이다.보건복지가족부는 “이번 포럼은 우리나라가 세계적인 u-Health 선도국가로 발전하는 계기가 될 것으로 기대하며 앞으로 u-Health 산업 발전을 위해 지식경제부와 공동으로 노력해 나갈 계획”이라고 밝혔다.,2009-06-23
68,1236,보건복지가족부 중앙인플루엔자대책본부(본부장 전재희 장관)는 미국 하와이에서 온 미국 고등학생 수학여행단(25명교사 4명 포함) 중에서 신종인플루엔자 확진환자 1명(여자/17세/필리핀 국적)과 추정환자 4명이 확인되었다고 밝혔다.17세 여자 확진환자(필리핀 국적)는 6월 19일부터 발열기침인후통 등의 증상이 있었고 미국 하와이에서 일본을 거쳐 6월 22일 16:25 JL955편으로 입국하는 과정에서 검역소 진단검사 결과신종인플루엔자 환자로 확진되었으며 4명의 추정환자와 함께 국가지정격리병원으로 격리조치되었다.중앙역학조사반은 같이 입국한 20명에 대해서도 격리조치하고발병여부를 집중모니터링하고 있으며동일 항공기를 탑승한 긴밀접촉자에 대해서도 추적조사를 실시하고 있음미국(하와이)출발 → 일본(도쿄) 경유(JL955편) → 인천공항 입국(6.22.16:25)이밖에 추가로 필리핀 입국자 1명미국 입국자 2명 등 확진환자가 총 3명 증가하여 확진환자는 총 121명으로 증가하였으며추정환자 5명(수학여행단 4명호주입국자 1명)에 대해서도 확진검사가 진행중임,2009-06-23
69,1245,2009.6.22일자 한국경제 “방사선치료기 도입비공개 선정 ‘논란” 기사에 대해 다음과 같이 해명합니다.기사 주요내용보건복지가족부가 지역암센터에 구입비의 일정비율(40%)을 지원키로 한 첨단방사선치료기 도입을 놓고 논란이 빚어지고 있다.복지부는 치료기도입사업에 대해 공고를 내지 않은데다 래피드아크를 선호하는 현장의료진의 견해를 외면했다.설명내용“첨단방사선치료기 도입을 놓고 논란……”에 대하여지역암센터 첨단장비 지원사업은 '04~'06년도 지역암센터로 지정된 9개소에 대하여 필요한 첨단장비 구입비의 일부를 지원하여 지역암환자에게 양질의 치료서비스를 제공하는데 목적이 있음2008년 우리부는 전체 지역암센터를 대상으로 공모를 하였으며 지역암센터는 지역여건 및 기능·효능자부담 재정능력 등을 감안하여 필요한 장비를 자체적으로 선정하여 활용계획을 포함 지원요청을 한 것으로 금년도 구입절차만 남겨놓고 있어 선정상의 논란대상이 아님“복지부는 치료기 도입 사업에 대해 공고를 내지 않은데다 ----------- 현장 의료진의 견해를 외면했다”에 대하여우리부는 해당 시도와 9개 지역암센터 전체를 대상으로 동 사업 공모계획(1차:'08.7.16~8.8 / 2차:‘08.9.30~10.13)을 통보하였고동 장비를 활용하게 될 지역암센터로부터 장비목록과 활용계획서를 포함 지원신청을 받아 평가를 진행하였음‘지역암센터 첨단장비 지원위원회(위원 9명)’의 서면평가 및 현지평가 등의 종합결과에 따라 예산의 범위 내에서 장비비를 지원하였음(국비 50%지방비 10%자부담 40% 이상)선정 및 지원 절차사업계획서 구두발표 및 서면평가(1차'08.8.20) → 현지평가(2차9.3) → 종합평가(3차9.16) → 추가지원 구두발표 및 서면평가(10.16) → 추가지원 현지평가(10.22)추가지원 서면평가(10.30) → 국고 지원(’08.10.～11.) → 지방비 교부 및 이월('08.12)동 보도관련 2008년도 장비선정은 환율인상으로 시도비 또는 자부담 재원 확보 곤란으로 지역암센터가 예산이월을 요청하여 금년도에 장비 구입이 추진되고 있는 사안임현재까지 장비변경 승인을 요청한 지역암센터는 없었으며‘09.6.22. 해당센터별로 확인한 결과 향후 변경계획을 추진 중이거나 변경할 의사가 있는 센터는 없는 것으로 확인됨,2009-06-23
